	movie_id	user_id	sentiment	review
24	214	55	1	tout simplement genial ! merveilleuses actrice , un `` putin '' de bon scenario ! des peripecies hilarentes ! la meilleurs series depuis tres longtemps
25	194	9	1	damages est , à mon avis , la série évènement de 2008 ( en attendant the tudors peut-être ! ) . des personnages plus pourris les uns que les autres , une intrigue qui promet d'être complexe et glenn close au top . le premier épisode a suffit à me rendre accro et les suivants ne m'ont pas déçu . en bref une série qui fait mal ! ! !
26	619	39	0	personellement je n'aime pas cette série , ça manque un peu d'énergie à mon goût et je ne m'attache pas aux personages .
27	277	186	1	je découvre cette série depuis quelques mois et je la trouve vraiment géniale . super intrigue , bonne évolution de l'enquête , résultat très professionnel . il manque juste la grosse surprise que l'on pouvait avoir dans les premiers tagart ( avant le décès de l'acteur principal ) . en plus , on apprend beaucoup de choses . a voir .
28	192	7	1	moi , je trouve cette série superbe , j'espère qu'elle durera encore longtemps ! mon yves est un acteur vraiment formidable , c'est quelqu'un que j'aime vraiment . maintenant , j'attend le prochain `` commissaire moulin '' avec impatience .
29	214	987	0	est-ce une série ? je n'en crois pas !
30	287	9	0	totalement d'accord avec soldatryan . c'est nul . affligeant .
31	348	13	1	ayant lu et relu les livres de cecily von ziegesar , quelle surprise de voir qu'ils ont été adaptés à la télé . certes l'histoire et le caractère des personnages ne sont pas les mêmes , mais cela n'est pas vraiment gênant . on y découvre des jeunes acteurs encore inconnus en france , qui jouent très bien leurs rôle et surtout que le fait d'être riche et beau n'exclu pas le fait d'avoir des problèmes et d'être heureux .
32	365	1	1	`` hartley '' c'est la série par excellence , hollywood n'a rien inventé ! ! trop fan , dommage que ça passa plus c'est trop dommage . cherche desepérément les dvd car , comme bcp de monde le dit , c'est mythique ! ! ! ! ! ! !
33	216	106	1	alors sur cette série les avis sont partagés mais moi je mets quand même 3 étoiles ! y'en a qui quand il voit ça la première fois se disent `` mais c'est quoi cette série trop nulle ? `` moi au départ je me disais ça puis petit à petit j'ai suivi et en fait j'ai envie de connaître la suite et de voir enfin un jour lisa et david ensemble ! bien sûr certains épisodes laissent à désirer car il ne se passe pas grand chose de très important puis l'humour est un peu bête et certains personnages sont assez bête également ! mais pour ma part , je ne peux pas m'empêcher de regarder en fait ! bon c'est vrai que ça devient long à force ils ne sont toujours pas ensemble mais l'histoire commence à évoluer de plus en plus dc on verra bien ce qui se passera !
34	577	329	0	après les nombreuses séries traitant des hôpitaux à l'instar d'urgences par exemple , voici le quotidien de chirurgiens esthétiques . ce qui aurait pu devenir une vraie dénonciation du culte de l'apparence , des excès en tout genre de la société américaine et sa remise en question , se transforme en série longue , ennuyeuse et vulgaire . les personnages sont inattachant , le casting est désastreux : non seulement les acteurs sont dénués de charme et de jeu , mais en plus , ils s'avèrent incapable de rendre crédible cette histoire de chirurgiens . qui pourrait bien penser que cet acteur de séries z qu'est julian mcmahon ( vous rappelez-vous le démon pathétique de charmed et le méchant caricatural des 4 fantastiques ? ) , puisse être un chirurgien . tout cela est vraiment calamiteux , je pense à la scène où les deux chirurgiens viennent ouvrir leur patientes , parle de leur vie privée durant l'opération , ils manquaient plus qu'ils fredonnent `` heigh-ho , heigh-ho , on rentre du boulot ! '' . la vie personnelle des 2 médecins enfonce encore le clou de la caricature : le médecin cool , arriviste , et golden boy qui tirent toutes les nanas , tandis que l'honnête et vertueux père de famille et mari s'occupe de ses problèmes conjugaux et de l'adolescence de son fils . honnêtement , je ne vois aucun intérêt à regarder pareille nullité . dans un genre proche , préférez regarder la rafraîchissante grey 's anatomy .
35	547	60	1	mon oncle charlie , à première vue , n'est qu'une sitcom de plus dans le monde des séries ... et pourtant ! cela faisait longtemps - depuis friends ? - qu'une série n'avait pas été aussi drôle , touchante ... les dialogues sont formidable et c'est le fou rire assuré à chaque épisode ! charlie sheen y est en pleine forme , dans son rôle de coureur de jupon au coeur tendre , et le petit angus jones , dans le rôle de jake , est un vrai bonheur : rondouillard , adorable , futé , un peu paumé ... le problème du divorce , des familles monoparentales , est abordé avec humour mais sans jamais tomber dans la caricature . une série à regarder en v.o. , à regarder tout court !
36	372	271	1	je viens de visionner les premiers episodes , jamais trop tard me direz vous ! je retrouve les super heros torturés et doutant de ce qu'ils sont . tous ce qui me fait aimer les super heros : des gens ordinnaires dans une situation extraordinnaire . heroes est sans doute une future serie culte !
37	229	16	1	cette série est vraiment un événement ! elle marque le grand retour de courteney cox meilleure que jamais dans ce role de lucy spiller qui lui colle à la peau ! si vous aimez les série moderne avec l'humour , le sexe et les scandales cette série et pour vous ! entre courteney cox qui interprète une redactrice de magazine people prete à tous pour sa couverture et c'est sont meilleure ami photgraphe et scizophrène qui les lui ramènent en utilisant tous les moyens ! enfin les personnages sont attachants , l ( histoire et prenante et nous somme touours en quète de savoir la suite ! à voir absolument ! ! ! !
38	108	39	1	voici une série que je viens à peine de découvrir que j'ai commencé à apprécier . le tout premier épisode m'a marqué , et j'ai flashé dessus . j'ai l'impression de regarder les experts alors que ce début de série est pratiquement similaire . david boréanaz et emily deschanel forment un couple d'enfer avec leurs rôles respectifs .
39	229	29	1	enfin une série originale ! vous vous souvenez de la petite révolution de nip/tuck quand elle a été lancée ? eh bien attendez-vous à bien mieux ! c'est une des série les plus originales depuis des années et surtout l'une des plus friandes de scandales ! les acteurs y sont aussi très bons .
40	614	18	0	1 étoiles pour la tentative d'adaptation qui reste très scolaire . < br > la grosse erreur est d'avoir poussé les acteurs à calquer leur jeux sur ceux des acteurs américain . < br > c'est une catastrophe pour tous ceux qui on vu l'original , l'impression de déjà vu est limite supportable tellement on sent les acteurs jouer `` à l'imitation '' . < br > si les acteurs n'ont pas vu l'original , ce doit être le réalisateur qui les a dirigé limite avec une antisèche . < br > pour ce qui est de la manière de filmer , ça sent le low budget ou bien des cameramen formés à la française qu'on empêche de filmer comme ils le sentiraient , là encore pour essayer de copier l'original . < br > puis les chemise sombre froissées ... franchement , le personnage est un compulsif obsessionnel , propre sur lui qu'on ne confond avec le décors à aucun moment . < br > il manquerait à perez une 20aine de cm pour calquer son jeux sur celui d'onofrio ... ou alors l'adaptater à sa stature < br > on ne peut pas remplacer un vincent par un autre comme ça < br > en espérant qu'il reste assez de scénariste enthousiastes en france
41	330	470	1	bonne série car elle est très drole avec de bon acteur malheuresement un peu de grossierté et un peu typique des série .
42	424	36	1	une excellente suite as friends . joey était clairement le personnage plus charismatique de la série . en lui dediant ce spin-off on rentre un peu plus dans l'univers de joey en preservant l'humour qui as fais le succes de friends . si vous aimez friends allez y sans hesiter .
43	326	62	1	c'est ma série preférée avec new york 911. j'ai toujours loupé un épisode à chaque diffusion et je m'en veux encore aujourd'hui car on ne peut pas rater ça . une série tellement réaliste où l'on s'attache à tous les personnages . emouvant , avec de l'action , de l'amour , de l'amitié , des effets spéciaux à couper le souffle et un scénario en or . si je pouvais mettre plus de quatre étoiles je le ferais sans hésiter une seconde . vraiment magnifique , une série dans toute sa splendeur .
44	679	6	1	tout simplement génial , cette série est surprenante , émouvante , drôle et triste . c'est du délire pur , les personages sont attachants . on les aime , on les hait . g e n i a l. j'adore , je recommande à tout le monde , c'est un petit chef d'oeuvre et je continue à regarder .
45	429	45	0	vraiment trop niais !
46	262	4	1	excellente série ! enterprise était la première série `` star trek '' que j'ai pu voir , et j'ai tout de suite accroché , dès les premières images . les personnages sont tous très attachants , en particulier le docteur phlox . la série commence gentiment , mais au fur et à mesure ( fin saison 2 ) elle devient sombre et très réaliste . il paraît que enterprise est la série la plus sombre des star trek , et je crois que c'est vrai . bref si vous n'avez jamais vu un épisode de star trek et que vous voulez débuter l'aventure , commencez par star trek enterprise ( malgré le tout dernier épisode qui est sujet à controverse chez les fans ) .
47	683	17	0	dès les premières secondes , révélations ruine sa crédibilité avec une explication scientifique qui ne tient pas la route . si les références religieuses sont nombreuses et visiblement précises , on ne peut hélas pas en dire autant des bases scientifiques utilisées par le réalisateur . les incohérences s'accumulent , et l'histoire en devient dangereusement bancale . en outre , l'idée de base est éculée ; de nombreux films sont déjà passés avant et ont exploité le filon , si bien qu'innover dans ce domaine devient risqué . et ici , force est de constater que révélations se plante lamentablement . d'abord , le scénario progresse à une lenteur exaspérante , et ce pour plusieurs raisons . déjà , l'histoire nous emmène sur des culs-de-sac ( comme la première visite au vatican : résultat , après plusieurs minutes , on en est toujours au même point ) . ensuite , parce que le récit s'attarde sur des éléments qui resteront inexploités ( très frustrant ; citons au hasard les `` jumelles félines '' , le `` bébé-démon '' , et les `` faux christ '' : on nous les montre , on attend qu'ils prennent une vraie place dans l'histoire , qu'ils lui donnent une dimension supplémentaire , qu'ils complexifient l'intrigue ... mais finalement , on n'aura rien plus ) . a cela s'ajoutent les incohérences qui discréditent le scénario , les dialogues qui sont souvent creux , et parfois forcés , les personnages peu convaincants ( le seul qui tire son épingle du jeu étant michael massee , impérial en sataniste subversif ) , les deus ex machina qui se multiplient , et pour finir , la fin nous laisse sur notre faim . cette série s'appelle `` révélations '' , et là encore , on se demande bien pourquoi . déjà , révélations de quoi ? de sa foi pour le scientifique athée ? pas crédible . des secrets de dieu et satan ? on les attend toujours ... bref , à oublier .
48	422	143	0	je mets 1 etoile parce que j'ai deja vu pire . comme il a deja été dit par des detracteurs plus feroces que moi , l'idée de base , pourtant bonne , est completement broyée par des histoires à l'eau de rose et des incoherences qui ont le merite de reveiller le telespectateur assoupi . et je n'en suis qu'à 3 épisodes alors ca promet !
49	179	3	1	j ' adore cette série je la regarde tous les jours
50	277	275	0	une énième série policiere sauf que `` les experts '' et les 2 autres séries du meme nom sont les pires . il n'y a meme pas d'action et les personnages sont vraiment intelligents . `` il y a un cadavre par terre donc quelqu'un la tué '' enfin voici un exemple de la logique des personnages . attendez vous bientot a avoir la réplique `` il y a un cadavre donc quelqu'un est mort '' et en disant cela je ne plaisante pas les personnages ont vraiment un logique atroce . de plus ils n'ont meme pas de personnalité et c'est rare quand on voit sur leur visage un signe d'émotion . enfin après c'est mon avis ... .
51	201	97	0	le must de la séie naze ! le jeu des acteurs est nul , l'intrigue ne vaut rien , et je n'ose parler de la musique ... la seule chose de bien dans la série c'est ... .. non , en fait je ne vois rien de bien .
52	10	187	0	au début j'étais assez accroché , mais maintenant je trouve cela barbant .
53	372	339	1	tout simplement ke meme en 2018 aucune serie tv ne rattrapera heroes c juste genial chapeau a tim kring en plus que des bon acteur milo et hayden surtout je compren pas ke lost ke lost passe devant
54	645	7	0	une série que je regardais avec plaisir du haut de mes 10-11 ans . maintenant , il est clair que je ne ferais qu'en sourire au vu des situations parfois répétitives et farfelues que l'on peut y rencontrer ... mais bon , les personnages sont gentiment caricaturés , et cela fait passer le temps . la palme d'or de l'archétype incroyable revient cependant sans aucun doute à isabelle qui est un cliché souvent grotesque de la jeune fille bien bâtie et aux bonnes manières , à qui l'on donnerait le bon dieu sans confession ( `` père ... '' ) , alors qu'elle adore semer la zizanie ...
55	416	7	0	franchement je n'ai pas du tout accroché à cette série car elle me donnait plus envie de zapper que de regarder : les acteurs - l'histoire - le scénario et même la mise en scène étaient plutôt passable . bon en clair ce n'est pas une série que je conseille de voir .
56	584	43	0	quelques moments drôles , notamment grâce au majordome niles , mais l'ensemble est un peu nunuche .
57	553	33	0	j'aime vraiment pas ! ! !
58	236	87	0	comment un acteur aussi lamentable que bruno madinier a-t-il pu décrocher le premier rôle masculin . les responsables du casting étaient-ils sous l'emprise de substances illicites ? il n'est pas crédible pour un sou , surjoue constamment et même quand il marche il est ridicule . ingrid chauvin n'est pas beaucoup plus inspirée , mais la seule chose qui importe et qui permette de faire de l'audience c'est qu'elle ait le potentiel pour remporter un concours de tee shirt mouillé . le reste de la distribution est du même acabit . voilà pour l'interprétation . côté scénario , quelques bonnes idées même si l'on retouve les grosses ficelles des séries de l'été : des meurtres et des querelles de familles . de toute façon , les bonnes idées sont mal exploitées . le tout est invraisemblable , mal réalisé , avec des effets spéciaux ridicules ( mon dieu , les apparitions de fantômes ! ) et tire vraiment en longueur . mais qu'est-ce qu'on rigole !
59	11	158	0	`` 7 à la maison ( 1996 ) '' est une des pires séries de ses vingt dernières années et que je ne conseille de ne pas voir : un casting vraiment lamentable qu'on a envie de giffler , une histoire trop ennuyante et un peu trop moraliste mon gout , un scénario plat et une mauvaise mise une scène . ce n'est pas une série que je conseille de voir .
60	689	95	0	un copier/coller des séries policières américaines mais comme toutes les séries françaises , il n'y a rien d'original ou de réellement inventé mais en plus tout est copier mais c'est surtout tès mal copié le jeu des acteurs est minable , le nom de la série ressemble étrangement a certaines séries américaines , les enquêtes sont elles aussi vu et revue , sans oublier les personnages qui ont hérités de l'intelligence des persos des experts . enfin , la série a même copié les pires défauts .
61	633	312	0	je nai jamais regardé cette émission mais jai vu des extraits et jai failli en vomir ! sa donne envie de pleurer de voir ces `` acteurs '' qui ne savent pas jouer < < oh mais tu n'est pas mon père > > sniff ! qu'ils aillent tous se cacher il me font tellment de peine que je pourrais les payer pour arrêter la diffusion et les tournages ! c'est trop pourrie , comment peut-on aimer ça ? ? ? ?
62	216	300	0	mon dieu , qu'est ce que c'est `` fleur bleue '' ! ! devant tant de béatidude et d'innocence , on n'a qu'une envie , c'est de zapper . mais quel est l'objectif des réalisateurs de cette série ? concurrencer `` 7 à la maison '' ? ? ? ? ?
63	320	4	1	une série agréable à regarder et qui aurait pu trouver son public en france si elle n'avait pas fini si brusquement ! a voir au moins une fois ! et vivement qu'elle soit rediffusée !
64	413	32	0	euaah , non seulement ca pue le patriotisme , mais en plus c'est plein de bons sentiments , de préjugés , et bien sur , les méchants c'est les arabes ... pouah ! !
65	650	1127	0	c'est pas une mauvaise serie mais bon comme beaucoup de serie actuels tu manque 2 episodes c'est foutu t'as perdu le fil de l'histoire je mets 0 etoiles parce qu'il faut faire baisser la moyenne des telespectateurs et parce que j'aime bien des fois si ya autres choses de bien j'ai envie de regarder
66	388	17	0	que dire à part que c'est encore une belle daube de tf1 . quand on sait que le producteur de ce navet à aussi travaillé pour `` sous le soleil '' çà e comprend . une copie de l'excelent grey 's anatomy , mais sans humour , sans talent , mais avec des acteurs tous plus nul les un que les autres , au talent inéxistant , bref , heureusement que tf1 arrête le carnage . faut arrêter les copies bidons . après r.i.s ou encoe section de recherche , il y a un moment où çà devient lourd . les français ne ralisent que des séries pouries , on le sait pas la peine de nous en faire la preuves tout les jours . bref , série plus que nullissime ...
67	304	49	0	quel interet de voir des personnes divorcer , se marier se remarier , re divorcer , se tromper etc ... on en a déjà assez à se battre avec la réalité ! non ! les feux de l'amour nous empoisonne la vie parce que notre femme , notre mère regardent sans cesse cette série , pleure alors qu'on avait mis plusieurs heures à la mettre de bonne humeur , et c'est pas près de ce terminer , puisque cette série , je l'ai toujours connu ! ! !
68	160	1	1	une série très agréable à regarder , les trois personnages principaux que tout pourrait opposer sont liés par l'amitié tout simplement , valeur de plus en plus rare de nos jours , de plus c'est une série non violente avec des valeurs morales et un soupçon de mystère , personnellement j'aime beaucoup , j'attends avec impatience une sortie en dvd !
69	650	1141	0	je trouve cette série vraiment ennuyeuse . une histoire pour pas trop se creuser la tête . pour découvrir l'histoire , déjà , il se trouve dans le titre . et en plus , les acteurs ( trices ) jouent vraiment trop mal , et ne se compliquent pas la vie . et ce qui m'énerve le plus , la prononciation du titre de la série . le titre est d'origine américaine ( ou anglaise ) . personnellement , je prononce pr ( aïe ) son break , et non prison break . le pire , c'est le générique de début , c'est affreux . du rap , c'est immonde et cruel ( faf la rage ) . franchement , ce goût musical pour un générique , c'est vraiment nul . je préfère un bon vieux rock .
70	500	58	1	c'est de la bonne série ! ! ! c'est super marrant c'est parfois intelligent et ça me plait.ca montre bien la vie dure d'un père et d'une mère . franklin est excellent ! ! !
71	372	150	1	une excellente série , action , suspence ... une des meilleures série du moment .
72	596	42	0	je ne regarde plus cette série . je ne supporte pas l'autre gourde d'efira .
73	327	304	1	cette série est tout simplement géniale . la musique n'en parlons même pas , celle-ci est tellement excellente . les acteurs et actrices jouent vraiment bien leur rôles respectifs . brooke nous amène une petite touche d'humour et d'hystérie . en gros pour ceux qui ne connaissent pas cette série je vous la conseille à 100 % , et vivement la saison 4 !
74	577	105	1	comment décrire nip/tuck : violence , immoralité , gore , sexe ... mais cette série est géniale quand même , les choses arrivent toujours quand on ne s'y attend pas . le milieu de la chirugie plastique est très bien représenté , les acteurs jouent leurs rôles à la perfection ( excellent julian mcmahon ) et les dialogues sont excellents . même si la saison 3 est un peu décevante , cette série vaut vraiment le coup et la saison 2 est vraiment culte . en tout cas vivement la saison 4. attention aux âmes sensibles , car il faut avoir le coeur bien accroché pour cette série surtout en ce qui concerne les opérations filmées en gros plans ...
75	214	102	1	du bonheur en série ! ! ! pourvu ke ca dure encore et encore . vive les sentiments !
76	689	126	0	outre être un vulgaire plagiat des csi . on nous offre un véritable nanard , c'est simple les scènes sont de crimes sont ridiculement banales . les acteurs sont plutôt mauvais dans leur genre . impossible de m'immerger dedans . c'est simple je n'arrive même pas à m'y intéresser . j'ai regarder le pilote et ça m'a suffit , à vrai dire on savait à quoi s'attendre . je ne sais pas s'il existe une série francaise digne de ce nom . non je ne pense pas . je ne dirai pas dommage , car l'idée n'est pas originale . j'en appel à tf1 : pitié donnez nous csi lv à la place .
77	32	4	0	difficile à dire si cette série est plus mauvaise que les autres séries du jeudi soir . alice nevers , véritable conne , correspond en réalité à la mentalité des ménagères de plus de 30 ans qui ne comprennent pas ce qu'ils voient et qui pensent que résoudre un crime est aussi facile que gagner au cluedo . tf1 , qui fait 7 millions de spectateur à chaque diffusion de ce virus mortel , s'en frotte les mains . nous autres français ( e ) , nous en sommes inexcusable .
78	487	332	1	je me fiche de voir partout dans le monde des gens critiquer la seconde saison de lost ! pour moi lost , c'est tout simplement un truc de fou ! plus je regarde cette série plus je me dis `` mais comment les scénaristes font pour inventer des trucs pareils ? '' . même les rebondissements les plus bidons sont amenés de façon à ce que l'on soit dégoûté et que l'on se dise `` trop classe ! '' . cette série est incroyable ! dès le départ , j'ai eu peur . je me suis dis `` j'espère que dans cette série , ils ne mettront pas plus de questions que de réponses '' . vous voyez le genre de série où il se passe plein de trucs bizarres mais où on n'explique même pas le quart . ce qui s'avère assez naze en fait . là les scénaristes n'ont pas fait cette erreur . sans rien dévoiler , ce qui se passe avec les autres est très probable et encore plus intéressant que si ce n'était que des phénomènes inexpliqués . alors il est vrai que durant 3-4 épisodes au milieu de la saison 2 je me suis un peu ennuyé mais tout le reste était tellement exceptionnel que j'excuse les scénaristes de lost qui font un travail excellent ! si si j'insiste ...
